run_order,run_id,task_id,task_source,task_type,agent,condition,replication
243,flipt-dep-refactor-001-claude-code-baseline-r1,flipt-dep-refactor-001,codescalebench,refactor,claude-code,baseline,1
244,flipt-dep-refactor-001-claude-code-cgp-r1,flipt-dep-refactor-001,codescalebench,refactor,claude-code,cgp,1
245,flipt-dep-refactor-001-gemini-cli-baseline-r1,flipt-dep-refactor-001,codescalebench,refactor,gemini-cli,baseline,1
246,flipt-dep-refactor-001-gemini-cli-cgp-r1,flipt-dep-refactor-001,codescalebench,refactor,gemini-cli,cgp,1
247,flipt-flagexists-refactor-001-codex-baseline-r1,flipt-flagexists-refactor-001,codescalebench,refactor,codex,baseline,1
248,flipt-flagexists-refactor-001-codex-cgp-r1,flipt-flagexists-refactor-001,codescalebench,refactor,codex,cgp,1
249,flipt-flagexists-refactor-001-claude-code-baseline-r1,flipt-flagexists-refactor-001,codescalebench,refactor,claude-code,baseline,1
250,flipt-flagexists-refactor-001-claude-code-cgp-r1,flipt-flagexists-refactor-001,codescalebench,refactor,claude-code,cgp,1
251,flipt-flagexists-refactor-001-gemini-cli-baseline-r1,flipt-flagexists-refactor-001,codescalebench,refactor,gemini-cli,baseline,1
252,flipt-flagexists-refactor-001-gemini-cli-cgp-r1,flipt-flagexists-refactor-001,codescalebench,refactor,gemini-cli,cgp,1
253,envoy-dfp-host-leak-fix-001-codex-baseline-r1,envoy-dfp-host-leak-fix-001,codescalebench,multi_file_change,codex,baseline,1
254,envoy-dfp-host-leak-fix-001-codex-cgp-r1,envoy-dfp-host-leak-fix-001,codescalebench,multi_file_change,codex,cgp,1
255,envoy-dfp-host-leak-fix-001-claude-code-baseline-r1,envoy-dfp-host-leak-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
256,envoy-dfp-host-leak-fix-001-claude-code-cgp-r1,envoy-dfp-host-leak-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
257,envoy-dfp-host-leak-fix-001-gemini-cli-baseline-r1,envoy-dfp-host-leak-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
258,envoy-dfp-host-leak-fix-001-gemini-cli-cgp-r1,envoy-dfp-host-leak-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
259,envoy-udp-proxy-cds-fix-001-codex-baseline-r1,envoy-udp-proxy-cds-fix-001,codescalebench,multi_file_change,codex,baseline,1
260,envoy-udp-proxy-cds-fix-001-codex-cgp-r1,envoy-udp-proxy-cds-fix-001,codescalebench,multi_file_change,codex,cgp,1
261,envoy-udp-proxy-cds-fix-001-claude-code-baseline-r1,envoy-udp-proxy-cds-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
262,envoy-udp-proxy-cds-fix-001-claude-code-cgp-r1,envoy-udp-proxy-cds-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
263,envoy-udp-proxy-cds-fix-001-gemini-cli-baseline-r1,envoy-udp-proxy-cds-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
264,envoy-udp-proxy-cds-fix-001-gemini-cli-cgp-r1,envoy-udp-proxy-cds-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
265,pytorch-cudnn-version-fix-001-codex-baseline-r1,pytorch-cudnn-version-fix-001,codescalebench,multi_file_change,codex,baseline,1
266,pytorch-cudnn-version-fix-001-codex-cgp-r1,pytorch-cudnn-version-fix-001,codescalebench,multi_file_change,codex,cgp,1
267,pytorch-cudnn-version-fix-001-claude-code-baseline-r1,pytorch-cudnn-version-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
268,pytorch-cudnn-version-fix-001-claude-code-cgp-r1,pytorch-cudnn-version-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
269,pytorch-cudnn-version-fix-001-gemini-cli-baseline-r1,pytorch-cudnn-version-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
270,pytorch-cudnn-version-fix-001-gemini-cli-cgp-r1,pytorch-cudnn-version-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
271,pytorch-dynamo-keyerror-fix-001-codex-baseline-r1,pytorch-dynamo-keyerror-fix-001,codescalebench,multi_file_change,codex,baseline,1
272,pytorch-dynamo-keyerror-fix-001-codex-cgp-r1,pytorch-dynamo-keyerror-fix-001,codescalebench,multi_file_change,codex,cgp,1
273,pytorch-dynamo-keyerror-fix-001-claude-code-baseline-r1,pytorch-dynamo-keyerror-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
274,pytorch-dynamo-keyerror-fix-001-claude-code-cgp-r1,pytorch-dynamo-keyerror-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
275,pytorch-dynamo-keyerror-fix-001-gemini-cli-baseline-r1,pytorch-dynamo-keyerror-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
276,pytorch-dynamo-keyerror-fix-001-gemini-cli-cgp-r1,pytorch-dynamo-keyerror-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
277,pytorch-release-210-fix-001-codex-baseline-r1,pytorch-release-210-fix-001,codescalebench,multi_file_change,codex,baseline,1
278,pytorch-release-210-fix-001-codex-cgp-r1,pytorch-release-210-fix-001,codescalebench,multi_file_change,codex,cgp,1
279,pytorch-release-210-fix-001-claude-code-baseline-r1,pytorch-release-210-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
280,pytorch-release-210-fix-001-claude-code-cgp-r1,pytorch-release-210-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
281,pytorch-release-210-fix-001-gemini-cli-baseline-r1,pytorch-release-210-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
282,pytorch-release-210-fix-001-gemini-cli-cgp-r1,pytorch-release-210-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
283,pytorch-relu-gelu-fusion-fix-001-codex-baseline-r1,pytorch-relu-gelu-fusion-fix-001,codescalebench,multi_file_change,codex,baseline,1
284,pytorch-relu-gelu-fusion-fix-001-codex-cgp-r1,pytorch-relu-gelu-fusion-fix-001,codescalebench,multi_file_change,codex,cgp,1
285,pytorch-relu-gelu-fusion-fix-001-claude-code-baseline-r1,pytorch-relu-gelu-fusion-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
286,pytorch-relu-gelu-fusion-fix-001-claude-code-cgp-r1,pytorch-relu-gelu-fusion-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
287,pytorch-relu-gelu-fusion-fix-001-gemini-cli-baseline-r1,pytorch-relu-gelu-fusion-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
288,pytorch-relu-gelu-fusion-fix-001-gemini-cli-cgp-r1,pytorch-relu-gelu-fusion-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
289,pytorch-tracer-graph-cleanup-fix-001-codex-baseline-r1,pytorch-tracer-graph-cleanup-fix-001,codescalebench,multi_file_change,codex,baseline,1
290,pytorch-tracer-graph-cleanup-fix-001-codex-cgp-r1,pytorch-tracer-graph-cleanup-fix-001,codescalebench,multi_file_change,codex,cgp,1
291,pytorch-tracer-graph-cleanup-fix-001-claude-code-baseline-r1,pytorch-tracer-graph-cleanup-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
292,pytorch-tracer-graph-cleanup-fix-001-claude-code-cgp-r1,pytorch-tracer-graph-cleanup-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
293,pytorch-tracer-graph-cleanup-fix-001-gemini-cli-baseline-r1,pytorch-tracer-graph-cleanup-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
294,pytorch-tracer-graph-cleanup-fix-001-gemini-cli-cgp-r1,pytorch-tracer-graph-cleanup-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
295,terraform-plan-null-unknown-fix-001-codex-baseline-r1,terraform-plan-null-unknown-fix-001,codescalebench,multi_file_change,codex,baseline,1
296,terraform-plan-null-unknown-fix-001-codex-cgp-r1,terraform-plan-null-unknown-fix-001,codescalebench,multi_file_change,codex,cgp,1
297,terraform-plan-null-unknown-fix-001-claude-code-baseline-r1,terraform-plan-null-unknown-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
298,terraform-plan-null-unknown-fix-001-claude-code-cgp-r1,terraform-plan-null-unknown-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
299,terraform-plan-null-unknown-fix-001-gemini-cli-baseline-r1,terraform-plan-null-unknown-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
300,terraform-plan-null-unknown-fix-001-gemini-cli-cgp-r1,terraform-plan-null-unknown-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
301,element-web-roomheaderbuttons-can-crash-fix-001-codex-baseline-r1,element-web-roomheaderbuttons-can-crash-fix-001,codescalebench,multi_file_change,codex,baseline,1
302,element-web-roomheaderbuttons-can-crash-fix-001-codex-cgp-r1,element-web-roomheaderbuttons-can-crash-fix-001,codescalebench,multi_file_change,codex,cgp,1
303,element-web-roomheaderbuttons-can-crash-fix-001-claude-code-baseline-r1,element-web-roomheaderbuttons-can-crash-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
304,element-web-roomheaderbuttons-can-crash-fix-001-claude-code-cgp-r1,element-web-roomheaderbuttons-can-crash-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
305,element-web-roomheaderbuttons-can-crash-fix-001-gemini-cli-baseline-r1,element-web-roomheaderbuttons-can-crash-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
306,element-web-roomheaderbuttons-can-crash-fix-001-gemini-cli-cgp-r1,element-web-roomheaderbuttons-can-crash-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
307,element-web-unread-indicators-diverge-fix-001-codex-baseline-r1,element-web-unread-indicators-diverge-fix-001,codescalebench,multi_file_change,codex,baseline,1
308,element-web-unread-indicators-diverge-fix-001-codex-cgp-r1,element-web-unread-indicators-diverge-fix-001,codescalebench,multi_file_change,codex,cgp,1
309,element-web-unread-indicators-diverge-fix-001-claude-code-baseline-r1,element-web-unread-indicators-diverge-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
310,element-web-unread-indicators-diverge-fix-001-claude-code-cgp-r1,element-web-unread-indicators-diverge-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
311,element-web-unread-indicators-diverge-fix-001-gemini-cli-baseline-r1,element-web-unread-indicators-diverge-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
312,element-web-unread-indicators-diverge-fix-001-gemini-cli-cgp-r1,element-web-unread-indicators-diverge-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
313,flink-window-late-data-fix-001-codex-baseline-r1,flink-window-late-data-fix-001,codescalebench,multi_file_change,codex,baseline,1
314,flink-window-late-data-fix-001-codex-cgp-r1,flink-window-late-data-fix-001,codescalebench,multi_file_change,codex,cgp,1
315,flink-window-late-data-fix-001-claude-code-baseline-r1,flink-window-late-data-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
316,flink-window-late-data-fix-001-claude-code-cgp-r1,flink-window-late-data-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
317,flink-window-late-data-fix-001-gemini-cli-baseline-r1,flink-window-late-data-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
318,flink-window-late-data-fix-001-gemini-cli-cgp-r1,flink-window-late-data-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
319,teleport-users-can-delete-fix-001-codex-baseline-r1,teleport-users-can-delete-fix-001,codescalebench,multi_file_change,codex,baseline,1
320,teleport-users-can-delete-fix-001-codex-cgp-r1,teleport-users-can-delete-fix-001,codescalebench,multi_file_change,codex,cgp,1
321,teleport-users-can-delete-fix-001-claude-code-baseline-r1,teleport-users-can-delete-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
322,teleport-users-can-delete-fix-001-claude-code-cgp-r1,teleport-users-can-delete-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
323,teleport-users-can-delete-fix-001-gemini-cli-baseline-r1,teleport-users-can-delete-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
324,teleport-users-can-delete-fix-001-gemini-cli-cgp-r1,teleport-users-can-delete-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
325,django-select-for-update-fix-001-codex-baseline-r1,django-select-for-update-fix-001,codescalebench,multi_file_change,codex,baseline,1
326,django-select-for-update-fix-001-codex-cgp-r1,django-select-for-update-fix-001,codescalebench,multi_file_change,codex,cgp,1
327,django-select-for-update-fix-001-claude-code-baseline-r1,django-select-for-update-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
328,django-select-for-update-fix-001-claude-code-cgp-r1,django-select-for-update-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
329,django-select-for-update-fix-001-gemini-cli-baseline-r1,django-select-for-update-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
330,django-select-for-update-fix-001-gemini-cli-cgp-r1,django-select-for-update-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
331,k8s-dra-scheduler-event-fix-001-codex-baseline-r1,k8s-dra-scheduler-event-fix-001,codescalebench,multi_file_change,codex,baseline,1
332,k8s-dra-scheduler-event-fix-001-codex-cgp-r1,k8s-dra-scheduler-event-fix-001,codescalebench,multi_file_change,codex,cgp,1
333,k8s-dra-scheduler-event-fix-001-claude-code-baseline-r1,k8s-dra-scheduler-event-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
334,k8s-dra-scheduler-event-fix-001-claude-code-cgp-r1,k8s-dra-scheduler-event-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
335,k8s-dra-scheduler-event-fix-001-gemini-cli-baseline-r1,k8s-dra-scheduler-event-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
336,k8s-dra-scheduler-event-fix-001-gemini-cli-cgp-r1,k8s-dra-scheduler-event-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
337,kafka-producer-bufpool-fix-001-codex-baseline-r1,kafka-producer-bufpool-fix-001,codescalebench,multi_file_change,codex,baseline,1
338,kafka-producer-bufpool-fix-001-codex-cgp-r1,kafka-producer-bufpool-fix-001,codescalebench,multi_file_change,codex,cgp,1
339,kafka-producer-bufpool-fix-001-claude-code-baseline-r1,kafka-producer-bufpool-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
340,kafka-producer-bufpool-fix-001-claude-code-cgp-r1,kafka-producer-bufpool-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
341,kafka-producer-bufpool-fix-001-gemini-cli-baseline-r1,kafka-producer-bufpool-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
342,kafka-producer-bufpool-fix-001-gemini-cli-cgp-r1,kafka-producer-bufpool-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
343,ansible-abc-imports-fix-001-codex-baseline-r1,ansible-abc-imports-fix-001,codescalebench,multi_file_change,codex,baseline,1
344,ansible-abc-imports-fix-001-codex-cgp-r1,ansible-abc-imports-fix-001,codescalebench,multi_file_change,codex,cgp,1
345,ansible-abc-imports-fix-001-claude-code-baseline-r1,ansible-abc-imports-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
346,ansible-abc-imports-fix-001-claude-code-cgp-r1,ansible-abc-imports-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
347,ansible-abc-imports-fix-001-gemini-cli-baseline-r1,ansible-abc-imports-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
348,ansible-abc-imports-fix-001-gemini-cli-cgp-r1,ansible-abc-imports-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
349,nodebb-notif-dropdown-fix-001-codex-baseline-r1,nodebb-notif-dropdown-fix-001,codescalebench,multi_file_change,codex,baseline,1
350,nodebb-notif-dropdown-fix-001-codex-cgp-r1,nodebb-notif-dropdown-fix-001,codescalebench,multi_file_change,codex,cgp,1
351,nodebb-notif-dropdown-fix-001-claude-code-baseline-r1,nodebb-notif-dropdown-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
352,nodebb-notif-dropdown-fix-001-claude-code-cgp-r1,nodebb-notif-dropdown-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
353,nodebb-notif-dropdown-fix-001-gemini-cli-baseline-r1,nodebb-notif-dropdown-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
354,nodebb-notif-dropdown-fix-001-gemini-cli-cgp-r1,nodebb-notif-dropdown-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
355,nodebb-plugin-validate-fix-001-codex-baseline-r1,nodebb-plugin-validate-fix-001,codescalebench,multi_file_change,codex,baseline,1
356,nodebb-plugin-validate-fix-001-codex-cgp-r1,nodebb-plugin-validate-fix-001,codescalebench,multi_file_change,codex,cgp,1
357,nodebb-plugin-validate-fix-001-claude-code-baseline-r1,nodebb-plugin-validate-fix-001,codescalebench,multi_file_change,claude-code,baseline,1
358,nodebb-plugin-validate-fix-001-claude-code-cgp-r1,nodebb-plugin-validate-fix-001,codescalebench,multi_file_change,claude-code,cgp,1
359,nodebb-plugin-validate-fix-001-gemini-cli-baseline-r1,nodebb-plugin-validate-fix-001,codescalebench,multi_file_change,gemini-cli,baseline,1
360,nodebb-plugin-validate-fix-001-gemini-cli-cgp-r1,nodebb-plugin-validate-fix-001,codescalebench,multi_file_change,gemini-cli,cgp,1
